1.000000000000000000e+00,5.595144800000000032e+03,7.329599999999999449e-01,6.784099999999999575e-01,4.122899999999999898e-01,3.612500000000000155e-01,3.971100000000000185e-01,3.709399999999999920e-01,3.174799999999999844e+00,4.473099999999999632e+00,3.260699999999999932e+00,2.443200000000000038e+00,2.680699999999999861e+00,2.572999999999999954e+00,2.637300000000000200e+00,2.335300000000000153e+00
2.000000000000000000e+00,5.595153800000000047e+03,4.688999999999999835e-01,3.915399999999999991e-01,2.508500000000000174e-01,2.274299999999999933e-01,2.466599999999999904e-01,2.443700000000000039e-01,3.165999999999999925e+00,4.454600000000000115e+00,3.262300000000000200e+00,2.420700000000000074e+00,2.687800000000000189e+00,2.587899999999999867e+00,2.643100000000000005e+00,2.336800000000000210e+00
3.000000000000000000e+00,5.595178799999999683e+03,6.803099999999999703e-01,6.163800000000000390e-01,3.328699999999999992e-01,2.855699999999999905e-01,3.311200000000000254e-01,3.573600000000000110e-01,3.168299999999999894e+00,4.471300000000000274e+00,3.272600000000000176e+00,2.443499999999999783e+00,2.669700000000000184e+00,2.583800000000000097e+00,2.633599999999999941e+00,2.338999999999999968e+00
4.000000000000000000e+00,5.595203800000000228e+03,7.185399999999999565e-01,6.745100000000000540e-01,3.990199999999999858e-01,3.279099999999999793e-01,3.813900000000000068e-01,3.559100000000000041e-01,3.151899999999999924e+00,4.467800000000000438e+00,3.242500000000000160e+00,2.415099999999999802e+00,2.675800000000000178e+00,2.579699999999999882e+00,2.638599999999999834e+00,2.337699999999999889e+00
5.000000000000000000e+00,5.595228799999999865e+03,7.129699999999999926e-01,6.826799999999999535e-01,4.020699999999999830e-01,3.272999999999999798e-01,3.675100000000000033e-01,3.257800000000000140e-01,3.162599999999999856e+00,4.471400000000000041e+00,3.258300000000000196e+00,2.431200000000000028e+00,2.679800000000000182e+00,2.575099999999999945e+00,2.643800000000000150e+00,2.342400000000000038e+00
6.000000000000000000e+00,5.595253800000000410e+03,7.652299999999999658e-01,7.455399999999999805e-01,4.304499999999999993e-01,3.067799999999999971e-01,3.222700000000000009e-01,2.952600000000000224e-01,3.165000000000000036e+00,4.478200000000000180e+00,3.271700000000000053e+00,2.449800000000000200e+00,2.678399999999999892e+00,2.585599999999999898e+00,2.646900000000000031e+00,2.333699999999999886e+00
7.000000000000000000e+00,5.595278800000000047e+03,6.391900000000000359e-01,6.465899999999999981e-01,3.576699999999999879e-01,2.939599999999999991e-01,3.469099999999999961e-01,3.634600000000000053e-01,3.153599999999999959e+00,4.463000000000000078e+00,3.240299999999999958e+00,2.421300000000000008e+00,2.679600000000000204e+00,2.583800000000000097e+00,2.645599999999999952e+00,2.328899999999999970e+00
8.000000000000000000e+00,5.595303799999999683e+03,6.799300000000000344e-01,6.844299999999999828e-01,4.006199999999999761e-01,3.255500000000000060e-01,3.625499999999999834e-01,3.160100000000000131e-01,3.160699999999999843e+00,4.469800000000000217e+00,3.250999999999999890e+00,2.425699999999999967e+00,2.680499999999999883e+00,2.573599999999999888e+00,2.647899999999999920e+00,2.331500000000000128e+00
9.000000000000000000e+00,5.595328800000000228e+03,6.750500000000000389e-01,7.178499999999999881e-01,4.395299999999999763e-01,3.681200000000000028e-01,4.010000000000000231e-01,3.276100000000000123e-01,3.166900000000000048e+00,4.472299999999999720e+00,3.272499999999999964e+00,2.458600000000000119e+00,2.676600000000000090e+00,2.580600000000000005e+00,2.647299999999999986e+00,2.339399999999999924e+00
1.000000000000000000e+01,5.595353799999999865e+03,7.200600000000000334e-01,7.101399999999999935e-01,3.893300000000000094e-01,3.024299999999999766e-01,3.573600000000000110e-01,3.568999999999999950e-01,3.148699999999999832e+00,4.463799999999999990e+00,3.250599999999999934e+00,2.430000000000000160e+00,2.682999999999999829e+00,2.594100000000000072e+00,2.658399999999999874e+00,2.341200000000000170e+00
1.100000000000000000e+01,5.595378800000000410e+03,6.936600000000000543e-01,7.078600000000000447e-01,4.018399999999999750e-01,3.280600000000000183e-01,3.749799999999999800e-01,3.306600000000000095e-01,3.162100000000000133e+00,4.471199999999999619e+00,3.252600000000000158e+00,2.430800000000000072e+00,2.681799999999999962e+00,2.588699999999999779e+00,2.659100000000000019e+00,2.342099999999999849e+00
1.200000000000000000e+01,5.595403800000000047e+03,6.790199999999999569e-01,6.978600000000000358e-01,3.842200000000000060e-01,3.095999999999999863e-01,3.573600000000000110e-01,3.295100000000000251e-01,3.167300000000000004e+00,4.465600000000000236e+00,3.268800000000000150e+00,2.468300000000000161e+00,2.690399999999999903e+00,2.577399999999999913e+00,2.663699999999999957e+00,2.346600000000000019e+00
1.300000000000000000e+01,5.595428799999999683e+03,7.166299999999999892e-01,7.321900000000000075e-01,3.795600000000000085e-01,2.735099999999999754e-01,3.105200000000000182e-01,3.211200000000000165e-01,3.155499999999999972e+00,4.471400000000000041e+00,3.248400000000000176e+00,2.436799999999999855e+00,2.670500000000000096e+00,2.583800000000000097e+00,2.657300000000000217e+00,2.340199999999999836e+00
1.400000000000000000e+01,5.595453800000000228e+03,7.381400000000000183e-01,7.670599999999999641e-01,4.212199999999999833e-01,3.113600000000000256e-01,3.459200000000000053e-01,3.204299999999999926e-01,3.156099999999999905e+00,4.469599999999999795e+00,3.248699999999999921e+00,2.435799999999999965e+00,2.669200000000000017e+00,2.585399999999999920e+00,2.657900000000000151e+00,2.339100000000000179e+00
1.500000000000000000e+01,5.595478799999999865e+03,6.951100000000000056e-01,7.696499999999999453e-01,4.351800000000000113e-01,3.205899999999999861e-01,3.497299999999999853e-01,3.288300000000000112e-01,3.170100000000000140e+00,4.466099999999999959e+00,3.274099999999999788e+00,2.471000000000000085e+00,2.681599999999999984e+00,2.590800000000000214e+00,2.664000000000000146e+00,2.331900000000000084e+00
1.600000000000000000e+01,5.595503800000000410e+03,5.604599999999999582e-01,6.081400000000000139e-01,3.216600000000000015e-01,3.079999999999999960e-01,3.488200000000000189e-01,3.299699999999999855e-01,3.151600000000000179e+00,4.464500000000000135e+00,3.252800000000000136e+00,2.445800000000000196e+00,2.664800000000000058e+00,2.584799999999999986e+00,2.669700000000000184e+00,2.345400000000000151e+00
1.700000000000000000e+01,5.595528800000000047e+03,6.661200000000000454e-01,7.500499999999999945e-01,4.372400000000000175e-01,3.482799999999999785e-01,3.933699999999999974e-01,3.433999999999999830e-01,3.155800000000000161e+00,4.473099999999999632e+00,3.242700000000000138e+00,2.446899999999999853e+00,2.682300000000000129e+00,2.588299999999999823e+00,2.662900000000000045e+00,2.330799999999999983e+00
1.800000000000000000e+01,5.595553700000000390e+03,6.197399999999999576e-01,6.957200000000000051e-01,3.926100000000000145e-01,3.305799999999999850e-01,3.724700000000000233e-01,3.330199999999999827e-01,3.173000000000000043e+00,4.468399999999999928e+00,3.265299999999999869e+00,2.474699999999999900e+00,2.677500000000000213e+00,2.588299999999999823e+00,2.663800000000000168e+00,2.335199999999999942e+00
1.900000000000000000e+01,5.595578700000000026e+03,6.643700000000000161e-01,7.177000000000000046e-01,4.018399999999999750e-01,3.156999999999999806e-01,3.747599999999999820e-01,3.559899999999999731e-01,3.155299999999999994e+00,4.468700000000000117e+00,3.262999999999999901e+00,2.459999999999999964e+00,2.671699999999999964e+00,2.592099999999999849e+00,2.660800000000000054e+00,2.335300000000000153e+00
2.000000000000000000e+01,5.595603699999999662e+03,6.613200000000000189e-01,7.490499999999999936e-01,4.276300000000000101e-01,3.115100000000000091e-01,3.444699999999999984e-01,3.184500000000000108e-01,3.153399999999999981e+00,4.474099999999999966e+00,3.241699999999999804e+00,2.444999999999999840e+00,2.683399999999999785e+00,2.587200000000000166e+00,2.668099999999999916e+00,2.347199999999999953e+00
2.100000000000000000e+01,5.595628700000000208e+03,5.917400000000000437e-01,7.102199999999999624e-01,4.193100000000000160e-01,3.369900000000000118e-01,4.060400000000000120e-01,3.682699999999999863e-01,3.169099999999999806e+00,4.469000000000000306e+00,3.269299999999999873e+00,2.481500000000000039e+00,2.679199999999999804e+00,2.577599999999999891e+00,2.656899999999999817e+00,2.336199999999999832e+00
2.200000000000000000e+01,5.595653699999999844e+03,6.092100000000000293e-01,6.799300000000000344e-01,3.549999999999999822e-01,2.873200000000000198e-01,3.500400000000000178e-01,3.540800000000000058e-01,3.157000000000000028e+00,4.470500000000000362e+00,3.256400000000000183e+00,2.469500000000000028e+00,2.679300000000000015e+00,2.582699999999999996e+00,2.668200000000000127e+00,2.336300000000000043e+00
2.300000000000000000e+01,5.595678700000000390e+03,6.369000000000000217e-01,7.359299999999999731e-01,4.021500000000000075e-01,2.869399999999999729e-01,3.501900000000000013e-01,3.316500000000000004e-01,3.149099999999999788e+00,4.467399999999999594e+00,3.245499999999999829e+00,2.450899999999999856e+00,2.666799999999999837e+00,2.593700000000000117e+00,2.672600000000000087e+00,2.346499999999999808e+00
2.400000000000000000e+01,5.595703700000000026e+03,5.901300000000000434e-01,7.273899999999999810e-01,4.420499999999999985e-01,3.257800000000000140e-01,3.700999999999999845e-01,3.326399999999999912e-01,3.168499999999999872e+00,4.468200000000000394e+00,3.267599999999999838e+00,2.485799999999999788e+00,2.676699999999999857e+00,2.582899999999999974e+00,2.673299999999999788e+00,2.343399999999999928e+00
2.500000000000000000e+01,5.595728699999999662e+03,6.693999999999999950e-01,7.810200000000000475e-01,4.733299999999999730e-01,3.155499999999999972e-01,3.366899999999999893e-01,2.882399999999999962e-01,3.157799999999999940e+00,4.473700000000000010e+00,3.258999999999999897e+00,2.479299999999999837e+00,2.675199999999999800e+00,2.590899999999999981e+00,2.670399999999999885e+00,2.342799999999999994e+00
2.600000000000000000e+01,5.595753700000000208e+03,6.539199999999999458e-01,7.571400000000000352e-01,4.381599999999999939e-01,2.996800000000000019e-01,3.466000000000000192e-01,3.067799999999999971e-01,3.147899999999999920e+00,4.468499999999999694e+00,3.238300000000000178e+00,2.458600000000000119e+00,2.680099999999999927e+00,2.586399999999999810e+00,2.671699999999999964e+00,2.330900000000000194e+00
2.700000000000000000e+01,5.595778699999999844e+03,6.624600000000000488e-01,7.570599999999999552e-01,4.405999999999999917e-01,2.840400000000000147e-01,3.192900000000000182e-01,2.967099999999999738e-01,3.166700000000000070e+00,4.468899999999999650e+00,3.275199999999999889e+00,2.482600000000000140e+00,2.674900000000000055e+00,2.595800000000000107e+00,2.673000000000000043e+00,2.335100000000000176e+00
2.800000000000000000e+01,5.595803700000000390e+03,6.491900000000000448e-01,7.786600000000000188e-01,4.498300000000000076e-01,2.977799999999999891e-01,3.593399999999999928e-01,3.381299999999999861e-01,3.161700000000000177e+00,4.469899999999999984e+00,3.262300000000000200e+00,2.489300000000000068e+00,2.682300000000000129e+00,2.587099999999999955e+00,2.673500000000000210e+00,2.338699999999999779e+00
2.900000000000000000e+01,5.595828700000000026e+03,5.711399999999999810e-01,7.477599999999999802e-01,4.727899999999999880e-01,3.031200000000000006e-01,3.468300000000000272e-01,3.237900000000000222e-01,3.148800000000000043e+00,4.468200000000000394e+00,3.245099999999999874e+00,2.461199999999999832e+00,2.675300000000000011e+00,2.585300000000000153e+00,2.665200000000000014e+00,2.339799999999999880e+00
