1.000000000000000000e+00,1.085775900000000092e+03,2.392500000000000071e+00,4.031399999999999650e+00,1.984699999999999909e+00,4.421200000000000130e-01,4.797399999999999998e-01,4.053499999999999881e-01,3.172400000000000109e+00,4.476899999999999658e+00,3.273600000000000065e+00,2.485799999999999788e+00,2.673500000000000210e+00,2.566800000000000193e+00,2.617399999999999949e+00,2.345400000000000151e+00
2.000000000000000000e+00,1.085777900000000045e+03,2.432900000000000063e+00,4.068900000000000183e+00,2.077599999999999891e+00,4.336499999999999799e-01,4.244999999999999885e-01,3.839099999999999735e-01,3.169999999999999929e+00,4.472800000000000331e+00,3.275100000000000122e+00,2.480900000000000105e+00,2.690900000000000070e+00,2.578300000000000036e+00,2.627299999999999969e+00,2.343799999999999883e+00
3.000000000000000000e+00,1.085793799999999919e+03,2.299399999999999888e+00,4.008899999999999686e+00,1.995500000000000052e+00,3.870399999999999952e-01,4.276300000000000101e-01,3.736900000000000222e-01,3.164699999999999847e+00,4.473700000000000010e+00,3.250599999999999934e+00,2.451600000000000001e+00,2.688699999999999868e+00,2.569300000000000139e+00,2.630100000000000104e+00,2.345699999999999896e+00
4.000000000000000000e+00,1.085818800000000010e+03,2.085999999999999854e+00,3.989700000000000024e+00,2.084999999999999964e+00,3.524800000000000155e-01,3.680399999999999783e-01,3.031900000000000150e-01,3.173799999999999955e+00,4.472800000000000331e+00,3.278999999999999915e+00,2.464100000000000179e+00,2.680699999999999861e+00,2.563099999999999934e+00,2.616600000000000037e+00,2.339599999999999902e+00
5.000000000000000000e+00,1.085843800000000101e+03,2.209200000000000053e+00,4.010200000000000209e+00,2.259100000000000108e+00,4.209100000000000064e-01,4.650099999999999789e-01,3.620900000000000230e-01,3.158100000000000129e+00,4.472299999999999720e+00,3.256499999999999950e+00,2.472799999999999887e+00,2.687699999999999978e+00,2.575800000000000090e+00,2.627600000000000158e+00,2.335399999999999920e+00
6.000000000000000000e+00,1.085868799999999965e+03,2.117100000000000204e+00,4.018099999999999561e+00,2.317400000000000126e+00,3.553799999999999737e-01,3.965799999999999881e-01,3.541599999999999748e-01,3.166100000000000136e+00,4.463400000000000034e+00,3.248099999999999987e+00,2.448300000000000143e+00,2.676499999999999879e+00,2.570500000000000007e+00,2.630999999999999783e+00,2.333800000000000097e+00
7.000000000000000000e+00,1.085893800000000056e+03,2.019200000000000106e+00,4.018900000000000361e+00,2.419599999999999973e+00,3.666699999999999959e-01,4.134399999999999742e-01,3.512600000000000167e-01,3.180400000000000116e+00,4.470500000000000362e+00,3.275799999999999823e+00,2.460100000000000176e+00,2.674999999999999822e+00,2.571200000000000152e+00,2.630500000000000060e+00,2.338900000000000201e+00
8.000000000000000000e+00,1.085918799999999919e+03,2.001300000000000079e+00,3.961199999999999832e+00,2.442000000000000171e+00,3.347800000000000220e-01,3.925299999999999900e-01,3.668199999999999794e-01,3.163899999999999935e+00,4.467500000000000249e+00,3.254399999999999959e+00,2.476100000000000190e+00,2.687399999999999789e+00,2.579099999999999948e+00,2.633399999999999963e+00,2.340199999999999836e+00
9.000000000000000000e+00,1.085943800000000010e+03,1.905100000000000016e+00,3.935299999999999798e+00,2.485100000000000087e+00,3.282200000000000117e-01,3.823900000000000077e-01,3.959699999999999886e-01,3.160400000000000098e+00,4.465900000000000425e+00,3.244299999999999962e+00,2.451999999999999957e+00,2.684899999999999842e+00,2.576400000000000023e+00,2.642300000000000093e+00,2.337299999999999933e+00
1.000000000000000000e+01,1.085968800000000101e+03,1.789500000000000091e+00,4.012800000000000367e+00,2.692499999999999893e+00,4.084800000000000098e-01,4.040500000000000203e-01,3.364599999999999813e-01,3.177099999999999813e+00,4.472500000000000142e+00,3.268699999999999939e+00,2.469399999999999817e+00,2.689999999999999947e+00,2.587899999999999867e+00,2.632000000000000117e+00,2.336899999999999977e+00
