0.809275,1.61205,1,1,1
0.547162,0.770017,1,1,0.125
0.490055,0.65325,1,1,0.015625
0.917247,1.50013,1,1,1
0.710994,0.903328,1,1,0.125
0.476553,0.666804,1,1,0.015625
0.559331,0.64194,1,1,0.00195312
0.468061,0.643605,1,1,0.000244141
0.575856,0.691959,1,1,3.05176e-05
0.510711,0.657639,1,1,3.8147e-06
0.962441,1.55265,1,0.125,1
0.251014,0.359552,1,0.125,0.125
0.212754,0.34208,1,0.125,0.015625
0.242006,0.342618,1,0.125,0.00195312
0.247947,0.323662,1,0.125,0.000244141
0.255214,0.297061,1,0.125,3.05176e-05
0.240441,0.326785,1,0.125,3.8147e-06
0.877059,1.52069,1,0.015625,1
0.233344,0.300844,1,0.015625,0.125
0.187492,0.277378,1,0.015625,0.015625
0.221675,0.298698,1,0.015625,0.00195312
0.192931,0.259315,1,0.015625,0.000244141
0.247009,0.310217,1,0.015625,3.05176e-05
0.218892,0.276159,1,0.015625,3.8147e-06
0.968138,1.56301,1,0.00195312,1
0.225783,0.287982,1,0.00195312,0.125
0.220375,0.301684,1,0.00195312,0.015625
0.217353,0.249026,1,0.00195312,0.00195312
0.206598,0.260947,1,0.00195312,0.000244141
0.186093,0.251126,1,0.00195312,3.05176e-05
0.219483,0.265516,1,0.00195312,3.8147e-06
0.868005,1.65128,1,0.000244141,1
0.225782,0.299874,1,0.000244141,0.125
0.215873,0.307582,1,0.000244141,0.015625
0.22203,0.27719,1,0.000244141,0.00195312
0.191952,0.304781,1,0.000244141,0.000244141
0.216869,0.282651,1,0.000244141,3.05176e-05
0.220484,0.280454,1,0.000244141,3.8147e-06
0.882457,1.62234,1,3.05176e-05,1
0.256698,0.329697,1,3.05176e-05,0.125
0.218373,0.258409,1,3.05176e-05,0.015625
0.214918,0.291244,1,3.05176e-05,0.00195312
0.21278,0.283471,1,3.05176e-05,0.000244141
0.215138,0.290025,1,3.05176e-05,3.05176e-05
0.192721,0.276043,1,3.05176e-05,3.8147e-06
0.927555,1.41486,1,3.8147e-06,1
0.195477,0.272395,1,3.8147e-06,0.125
0.197712,0.298329,1,3.8147e-06,0.015625
0.22656,0.289753,1,3.8147e-06,0.00195312
0.203633,0.276732,1,3.8147e-06,0.000244141
0.228323,0.29595,1,3.8147e-06,3.05176e-05
0.20902,0.29361,1,3.8147e-06,3.8147e-06
0.906557,1.4835,0.769231,1,1
0.521607,0.716426,0.769231,1,0.125
0.396031,0.546307,0.769231,1,0.015625
0.410269,0.558164,0.769231,1,0.00195312
0.357754,0.468897,0.769231,1,0.000244141
0.468303,0.569696,0.769231,1,3.05176e-05
0.457092,0.569016,0.769231,1,3.8147e-06
0.891664,1.22706,0.769231,0.125,1
0.224917,0.309307,0.769231,0.125,0.125
0.219557,0.26101,0.769231,0.125,0.015625
0.21067,0.288603,0.769231,0.125,0.00195312
0.195359,0.2898,0.769231,0.125,0.000244141
0.190315,0.248197,0.769231,0.125,3.05176e-05
0.200751,0.256118,0.769231,0.125,3.8147e-06
0.894785,1.56377,0.769231,0.015625,1
0.227191,0.297152,0.769231,0.015625,0.125
0.163193,0.215235,0.769231,0.015625,0.015625
0.170302,0.227704,0.769231,0.015625,0.00195312
0.176743,0.233266,0.769231,0.015625,0.000244141
0.159853,0.191911,0.769231,0.015625,3.05176e-05
0.175607,0.202979,0.769231,0.015625,3.8147e-06
0.893862,1.57018,0.769231,0.00195312,1
0.191966,0.244511,0.769231,0.00195312,0.125
0.150687,0.207497,0.769231,0.00195312,0.015625
0.158861,0.221705,0.769231,0.00195312,0.00195312
0.174894,0.208207,0.769231,0.00195312,0.000244141
0.169325,0.232888,0.769231,0.00195312,3.05176e-05
0.182847,0.240912,0.769231,0.00195312,3.8147e-06
0.840326,1.18636,0.769231,0.000244141,1
0.180097,0.238734,0.769231,0.000244141,0.125
0.152581,0.214123,0.769231,0.000244141,0.015625
0.156076,0.210726,0.769231,0.000244141,0.00195312
0.181517,0.221886,0.769231,0.000244141,0.000244141
0.18973,0.223768,0.769231,0.000244141,3.05176e-05
0.155462,0.234756,0.769231,0.000244141,3.8147e-06
0.910239,1.64499,0.769231,3.05176e-05,1
0.188955,0.27217,0.769231,3.05176e-05,0.125
0.169953,0.22257,0.769231,3.05176e-05,0.015625
0.173143,0.218982,0.769231,3.05176e-05,0.00195312
0.159005,0.22427,0.769231,3.05176e-05,0.000244141
0.169334,0.220545,0.769231,3.05176e-05,3.05176e-05
0.150794,0.201016,0.769231,3.05176e-05,3.8147e-06
0.86176,1.5414,0.769231,3.8147e-06,1
0.194057,0.246506,0.769231,3.8147e-06,0.125
0.179942,0.238268,0.769231,3.8147e-06,0.015625
0.153023,0.209906,0.769231,3.8147e-06,0.00195312
0.155956,0.216322,0.769231,3.8147e-06,0.000244141
0.161831,0.20251,0.769231,3.8147e-06,3.05176e-05
0.159053,0.204573,0.769231,3.8147e-06,3.8147e-06
0.922024,1.45678,0.591716,1,1
0.449421,0.563963,0.591716,1,0.125
0.522608,0.68734,0.591716,1,0.015625
0.398008,0.617335,0.591716,1,0.00195312
0.377767,0.512932,0.591716,1,0.000244141
0.402633,0.549755,0.591716,1,3.05176e-05
0.359422,0.45798,0.591716,1,3.8147e-06
0.875699,1.48552,0.591716,0.125,1
0.191409,0.241414,0.591716,0.125,0.125
0.171457,0.214487,0.591716,0.125,0.015625
0.197985,0.243068,0.591716,0.125,0.00195312
0.17788,0.252556,0.591716,0.125,0.000244141
0.17525,0.219163,0.591716,0.125,3.05176e-05
0.205127,0.255618,0.591716,0.125,3.8147e-06
0.9126,1.44671,0.591716,0.015625,1
0.160663,0.225266,0.591716,0.015625,0.125
0.141567,0.190709,0.591716,0.015625,0.015625
0.148932,0.190498,0.591716,0.015625,0.00195312
0.162072,0.204723,0.591716,0.015625,0.000244141
0.149176,0.170822,0.591716,0.015625,3.05176e-05
0.126213,0.176473,0.591716,0.015625,3.8147e-06
0.820615,1.3709,0.591716,0.00195312,1
0.137067,0.192474,0.591716,0.00195312,0.125
0.121745,0.171446,0.591716,0.00195312,0.015625
0.123573,0.166744,0.591716,0.00195312,0.00195312
0.13761,0.186609,0.591716,0.00195312,0.000244141
0.148548,0.189561,0.591716,0.00195312,3.05176e-05
0.132016,0.153765,0.591716,0.00195312,3.8147e-06
0.86132,1.50126,0.591716,0.000244141,1
0.161562,0.202989,0.591716,0.000244141,0.125
0.122739,0.181702,0.591716,0.000244141,0.015625
0.149838,0.218337,0.591716,0.000244141,0.00195312
0.125529,0.19108,0.591716,0.000244141,0.000244141
0.125383,0.183105,0.591716,0.000244141,3.05176e-05
0.118925,0.172725,0.591716,0.000244141,3.8147e-06
0.853165,1.63215,0.591716,3.05176e-05,1
0.142431,0.185053,0.591716,3.05176e-05,0.125
0.114168,0.174289,0.591716,3.05176e-05,0.015625
0.118876,0.170797,0.591716,3.05176e-05,0.00195312
0.132371,0.174914,0.591716,3.05176e-05,0.000244141
0.135437,0.19491,0.591716,3.05176e-05,3.05176e-05
0.128636,0.20617,0.591716,3.05176e-05,3.8147e-06
0.910236,1.49095,0.591716,3.8147e-06,1
0.157176,0.1934,0.591716,3.8147e-06,0.125
0.143077,0.166345,0.591716,3.8147e-06,0.015625
0.115595,0.17484,0.591716,3.8147e-06,0.00195312
0.165883,0.192819,0.591716,3.8147e-06,0.000244141
0.147076,0.183919,0.591716,3.8147e-06,3.05176e-05
0.121371,0.159936,0.591716,3.8147e-06,3.8147e-06
0.928279,1.5025,0.455166,1,1
0.367162,0.507454,0.455166,1,0.125
0.370677,0.505191,0.455166,1,0.015625
0.407563,0.512019,0.455166,1,0.00195312
0.441306,0.544759,0.455166,1,0.000244141
0.383499,0.458961,0.455166,1,3.05176e-05
0.388237,0.497136,0.455166,1,3.8147e-06
0.849425,1.14258,0.455166,0.125,1
0.168754,0.208475,0.455166,0.125,0.125
0.16819,0.203435,0.455166,0.125,0.015625
0.16295,0.221286,0.455166,0.125,0.00195312
0.145764,0.196046,0.455166,0.125,0.000244141
0.19958,0.266845,0.455166,0.125,3.05176e-05
0.14029,0.193486,0.455166,0.125,3.8147e-06
0.908845,1.23114,0.455166,0.015625,1
0.161953,0.199384,0.455166,0.015625,0.125
0.123734,0.164021,0.455166,0.015625,0.015625
0.120848,0.174339,0.455166,0.015625,0.00195312
0.107129,0.134333,0.455166,0.015625,0.000244141
0.128474,0.161624,0.455166,0.015625,3.05176e-05
0.12272,0.162472,0.455166,0.015625,3.8147e-06
0.824112,1.4702,0.455166,0.00195312,1
0.116069,0.148316,0.455166,0.00195312,0.125
0.106067,0.136062,0.455166,0.00195312,0.015625
0.104217,0.145016,0.455166,0.00195312,0.00195312
0.11142,0.146006,0.455166,0.00195312,0.000244141
0.0853738,0.119419,0.455166,0.00195312,3.05176e-05
0.118642,0.154568,0.455166,0.00195312,3.8147e-06
0.838139,1.19148,0.455166,0.000244141,1
0.117556,0.159489,0.455166,0.000244141,0.125
0.105122,0.144982,0.455166,0.000244141,0.015625
0.111753,0.146232,0.455166,0.000244141,0.00195312
0.110047,0.153522,0.455166,0.000244141,0.000244141
0.0994719,0.134206,0.455166,0.000244141,3.05176e-05
0.116318,0.152294,0.455166,0.000244141,3.8147e-06
0.814494,1.41389,0.455166,3.05176e-05,1
0.1361,0.173938,0.455166,3.05176e-05,0.125
0.116703,0.155609,0.455166,3.05176e-05,0.015625
0.111522,0.159616,0.455166,3.05176e-05,0.00195312
0.119581,0.155207,0.455166,3.05176e-05,0.000244141
0.12528,0.163394,0.455166,3.05176e-05,3.05176e-05
0.121269,0.163997,0.455166,3.05176e-05,3.8147e-06
